name,year,population,gdp_percap,life_exp,region,oecd,lat,long,income2017,Year-category,TotalGDP
Bulgaria,1960,7885525,4855,68.98,europe,FALSE,42.66667,25.25,upper_mid,1960,38284223875
Croatia,1960,4192634,7679,64.36,europe,FALSE,45.16667,15.5,upper_mid,1960,32195236486
"Macedonia, FYR",1960,1488667,4034,61.58,europe,FALSE,41.66667,21.75,upper_mid,1960,6005282678
Montenegro,1960,487413,6606,66.04,europe,FALSE,42.75,19.25,upper_mid,1960,3219850278
Romania,1960,18613939,6061,65.95,europe,FALSE,46,25,upper_mid,1960,1.12819E+11
Russia,1960,119860288,10902,68.21,europe,FALSE,60,100,upper_mid,1960,1.30672E+12
Serbia,1960,7556725,6954,64.83,europe,FALSE,44.81892,20.45998,upper_mid,1960,52549465650
Albania,1970,2150598,3831,67.39,europe,FALSE,41,20,upper_mid,1970,8238940938
Azerbaijan,1970,5180025,7285,61.21,europe,FALSE,40.5,47.5,upper_mid,1970,37736482125
Belarus,1970,8977639,5590,70.89,europe,FALSE,53,28,upper_mid,1970,50185002010
Bosnia and Herzegovina,1970,3760527,2399,66.44,europe,FALSE,44.25,17.83333,upper_mid,1970,9021504273
Bulgaria,1970,8507476,7949,71.04,europe,FALSE,42.66667,25.25,upper_mid,1970,67625926724
Croatia,1970,4423072,11831,67.93,europe,FALSE,45.16667,15.5,upper_mid,1970,52329364832
"Macedonia, FYR",1970,1720800,6254,67.45,europe,FALSE,41.66667,21.75,upper_mid,1970,10761883200
Montenegro,1970,519696,10400,72.58,europe,FALSE,42.75,19.25,upper_mid,1970,5404838400
Romania,1970,20548911,9619,68.38,europe,FALSE,46,25,upper_mid,1970,1.9766E+11
Russia,1970,130123431,15632,68.35,europe,FALSE,60,100,upper_mid,1970,2.03409E+12
Serbia,1970,8119860,10410,70.01,europe,FALSE,44.81892,20.45998,upper_mid,1970,84527742600
Albania,1980,2681239,4385,72.25,europe,FALSE,41,20,upper_mid,1980,11757233015
Azerbaijan,1980,6150738,8228,65.47,europe,FALSE,40.5,47.5,upper_mid,1980,50608272264
Belarus,1980,9633888,6970,70.45,europe,FALSE,53,28,upper_mid,1980,67148199360
Bosnia and Herzegovina,1980,4179855,3397,69.57,europe,FALSE,44.25,17.83333,upper_mid,1980,14198967435
Bulgaria,1980,8878775,10054,71.25,europe,FALSE,42.66667,25.25,upper_mid,1980,89267203850
Croatia,1980,4598129,19101,70.43,europe,FALSE,45.16667,15.5,upper_mid,1980,87828862029
"Macedonia, FYR",1980,1924197,10158,69.39,europe,FALSE,41.66667,21.75,upper_mid,1980,19545993126
Montenegro,1980,580754,17148,74,europe,FALSE,42.75,19.25,upper_mid,1980,9958769592
Romania,1980,22611971,13736,69.67,europe,FALSE,46,25,upper_mid,1980,3.10598E+11
Russia,1980,138058710,18565,67.13,europe,FALSE,60,100,upper_mid,1980,2.56306E+12
Serbia,1980,8908293,16313,71.7,europe,FALSE,44.81892,20.45998,upper_mid,1980,1.45321E+11
Albania,1990,3281454,4557,73.9,europe,FALSE,41,20,upper_mid,1990,14953585878
Azerbaijan,1990,7242770,8513,66.22,europe,FALSE,40.5,47.5,upper_mid,1990,61657701010
Belarus,1990,10216846,8354,70.56,europe,FALSE,53,28,upper_mid,1990,85351531484
Bosnia and Herzegovina,1990,4463422,2782,72.08,europe,FALSE,44.25,17.83333,upper_mid,1990,12417240004
Bulgaria,1990,8841371,9297,71.48,europe,FALSE,42.66667,25.25,upper_mid,1990,82198226187
Croatia,1990,4776372,18005,72.19,europe,FALSE,45.16667,15.5,upper_mid,1990,85998577860
"Macedonia, FYR",1990,1996228,9633,70.57,europe,FALSE,41.66667,21.75,upper_mid,1990,19229664324
Montenegro,1990,615002,16503,74.97,europe,FALSE,42.75,19.25,upper_mid,1990,10149378006
Romania,1990,23489373,11480,69.9,europe,FALSE,46,25,upper_mid,1990,2.69658E+11
Russia,1990,147564066,20639,68.99,europe,FALSE,60,100,upper_mid,1990,3.04557E+12
Serbia,1990,9517674,14912,72.6,europe,FALSE,44.81892,20.45998,upper_mid,1990,1.41928E+11
Albania,2000,3121970,5470,74.43,europe,FALSE,41,20,upper_mid,2000,17077175900
Azerbaijan,2000,8122741,4459,66.56,europe,FALSE,40.5,47.5,upper_mid,2000,36219302119
Belarus,2000,9933609,7563,68.46,europe,FALSE,53,28,upper_mid,2000,75127884867
Bosnia and Herzegovina,2000,3766706,6327,74.83,europe,FALSE,44.25,17.83333,upper_mid,2000,23831948862
Bulgaria,2000,7997787,8958,71.75,europe,FALSE,42.66667,25.25,upper_mid,2000,71644175946
Croatia,2000,4428072,15745,73.88,europe,FALSE,45.16667,15.5,upper_mid,2000,69719993640
"Macedonia, FYR",2000,2034819,8621,72.23,europe,FALSE,41.66667,21.75,upper_mid,2000,17542174599
Montenegro,2000,613560,10075,73.84,europe,FALSE,42.75,19.25,upper_mid,2000,6181617000
Romania,2000,22128128,10523,71.19,europe,FALSE,46,25,upper_mid,2000,2.32854E+11
Russia,2000,146396514,14051,65.59,europe,FALSE,60,100,upper_mid,2000,2.05702E+12
Serbia,2000,9487615,7985,72.16,europe,FALSE,44.81892,20.45998,upper_mid,2000,75758605775
Albania,2010,2940525,9927,76.31,europe,FALSE,41,20,upper_mid,2010,29190591675
Azerbaijan,2010,9032457,15950,69.13,europe,FALSE,40.5,47.5,upper_mid,2010,1.44068E+11
Belarus,2010,9473071,16235,70.43,europe,FALSE,53,28,upper_mid,2010,1.53795E+11
Bosnia and Herzegovina,2010,3722084,9717,76.75,europe,FALSE,44.25,17.83333,upper_mid,2010,36167490228
Bulgaria,2010,7404590,15283,73.86,europe,FALSE,42.66667,25.25,upper_mid,2010,1.13164E+11
Croatia,2010,4328153,20118,76.33,europe,FALSE,45.16667,15.5,upper_mid,2010,87073782054
"Macedonia, FYR",2010,2070739,11355,74.01,europe,FALSE,41.66667,21.75,upper_mid,2010,23513241345
Montenegro,2010,624285,14035,76.36,europe,FALSE,42.75,19.25,upper_mid,2010,8761839975
Romania,2010,20440347,17818,73.66,europe,FALSE,46,25,upper_mid,2010,3.64206E+11
Russia,2010,143153869,23108,69.24,europe,FALSE,60,100,upper_mid,2010,3.308E+12
Serbia,2010,9029716,12688,74.65,europe,FALSE,44.81892,20.45998,upper_mid,2010,1.14569E+11
Mexico,1800,6181708,1378,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1800,8518393624
Turkey,1800,9773456,1221,35,europe,TRUE,39,35,upper_mid,1800,11933389776
Mexico,1810,6382317,1380,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1810,8807597460
Turkey,1810,9923007,1222,35,europe,TRUE,39,35,upper_mid,1810,12125914554
Mexico,1820,6621314,1382,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1820,9150655948
Turkey,1820,10118315,1224,35,europe,TRUE,39,35,upper_mid,1820,12384817560
Mexico,1830,6930661,1352,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1830,9370253672
Turkey,1830,10398375,1291,35,europe,TRUE,39,35,upper_mid,1830,13424302125
Mexico,1840,7288858,1322,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1840,9635870276
Turkey,1840,10731241,1361,35,europe,TRUE,39,35,upper_mid,1840,14605219001
Mexico,1850,7754411,1293,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1850,10026453423
Turkey,1850,11074762,1435,35,europe,TRUE,39,35,upper_mid,1850,15892283470
Mexico,1860,8432207,1265,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1860,10666741855
Turkey,1860,11442429,1514,35,europe,TRUE,39,35,upper_mid,1860,17323837506
Mexico,1870,9338207,1237,26.9,americas,TRUE,19.42847,-99.12766,upper_mid,1870,11551362059
Turkey,1870,11900274,1596,35,europe,TRUE,39,35,upper_mid,1870,18992837304
Mexico,1880,10470582,1517,26.93,americas,TRUE,19.42847,-99.12766,upper_mid,1880,15883872894
Turkey,1880,12519250,1534,35.32,europe,TRUE,39,35,upper_mid,1880,19204529500
Mexico,1890,11868745,1861,26.97,americas,TRUE,19.42847,-99.12766,upper_mid,1890,22087734445
Turkey,1890,13251817,1837,35.64,europe,TRUE,39,35,upper_mid,1890,24343587829
Mexico,1900,13662641,2163,27.68,americas,TRUE,19.42847,-99.12766,upper_mid,1900,29552292483
Turkey,1900,14030306,1984,35.96,europe,TRUE,39,35,upper_mid,1900,27836127104
Mexico,1910,15115186,2664,27.55,americas,TRUE,19.42847,-99.12766,upper_mid,1910,40266855504
Turkey,1910,14852648,2143,36.27,europe,TRUE,39,35,upper_mid,1910,31829224664
Mexico,1920,15072753,3058,31.94,americas,TRUE,19.42847,-99.12766,upper_mid,1920,46092478674
Turkey,1920,14314005,1525,30.32,europe,TRUE,39,35,upper_mid,1920,21828857625
Mexico,1930,17373872,2724,36.47,americas,TRUE,19.42847,-99.12766,upper_mid,1930,47326427328
Turkey,1930,15050216,2346,36.91,europe,TRUE,39,35,upper_mid,1930,35307806736
Mexico,1940,20699959,3173,39.54,americas,TRUE,19.42847,-99.12766,upper_mid,1940,65680969907
Turkey,1940,17919387,3227,35.08,europe,TRUE,39,35,upper_mid,1940,57825861849
Mexico,1950,28012561,4408,49.05,americas,TRUE,19.42847,-99.12766,upper_mid,1950,1.23479E+11
Turkey,1950,21408401,3196,43.1,europe,TRUE,39,35,upper_mid,1950,68421249596
Mexico,1960,38174112,5999,57.73,americas,TRUE,19.42847,-99.12766,upper_mid,1960,2.29006E+11
Turkey,1960,27472331,4922,49.09,europe,TRUE,39,35,upper_mid,1960,1.35219E+11
Mexico,1970,52029861,8810,62.14,americas,TRUE,19.42847,-99.12766,upper_mid,1970,4.58383E+11
Turkey,1970,34876267,7071,57.05,europe,TRUE,39,35,upper_mid,1970,2.4661E+11
Mexico,1980,69360871,12808,66.72,americas,TRUE,19.42847,-99.12766,upper_mid,1980,8.88374E+11
Turkey,1980,43975921,8289,64.16,europe,TRUE,39,35,upper_mid,1980,3.64516E+11
Mexico,1990,85357874,12584,71.55,americas,TRUE,19.42847,-99.12766,upper_mid,1990,1.07414E+12
Turkey,1990,53921699,11400,70.16,europe,TRUE,39,35,upper_mid,1990,6.14707E+11
Mexico,2000,101719673,15015,74.61,americas,TRUE,19.42847,-99.12766,upper_mid,2000,1.52732E+12
Turkey,2000,63240121,13862,74.11,europe,TRUE,39,35,upper_mid,2000,8.76635E+11
Mexico,2010,117318941,15535,75.47,americas,TRUE,19.42847,-99.12766,upper_mid,2010,1.82255E+12
Turkey,2010,72326914,17959,78.21,europe,TRUE,39,35,upper_mid,2010,1.29892E+12
Australia,1800,351014,814,34.05,asia,TRUE,-25,135,high,1800,285725396
Canada,1800,645526,1313,39,americas,TRUE,60.10867,-113.64258,high,1800,847575638
Chile,1800,771447,1026,32,americas,TRUE,-33.45694,-70.64827,high,1800,791504622
Japan,1800,30294378,1049,36.4,asia,TRUE,35.68536,139.75309,high,1800,31778802522
South Korea,1800,9395000,575,25.8,asia,TRUE,36.5,127.75,high,1800,5402125000
New Zealand,1800,100000,658,34.05,asia,TRUE,-42,174,high,1800,65800000
United States,1800,6801854,2127,39.41,americas,TRUE,39.76,-98.5,high,1800,14467543458
Australia,1810,342440,833,34.05,asia,TRUE,-25,135,high,1810,285252520
Canada,1810,727603,1399,39.01,americas,TRUE,60.10867,-113.64258,high,1810,1017916597
Chile,1810,771447,1027,32,americas,TRUE,-33.45694,-70.64827,high,1810,792276069
Japan,1810,30645903,1064,36.4,asia,TRUE,35.68536,139.75309,high,1810,32607240792
South Korea,1810,9395000,570,25.8,asia,TRUE,36.5,127.75,high,1810,5355150000
New Zealand,1810,100000,659,34.05,asia,TRUE,-42,174,high,1810,65900000
United States,1810,8294928,2282,39.41,americas,TRUE,39.76,-98.5,high,1810,18929025696
Australia,1820,334002,853,34.05,asia,TRUE,-25,135,high,1820,284903706
Canada,1820,879432,1491,39.03,americas,TRUE,60.10867,-113.64258,high,1820,1311233112
Chile,1820,820889,1029,32,americas,TRUE,-33.45694,-70.64827,high,1820,844694781
Japan,1820,30993147,1079,36.41,asia,TRUE,35.68536,139.75309,high,1820,33441605613
South Korea,1820,9408016,564,25.8,asia,TRUE,36.5,127.75,high,1820,5306121024
New Zealand,1820,100000,660,34.05,asia,TRUE,-42,174,high,1820,66000000
United States,1820,10361646,2241,39.41,americas,TRUE,39.76,-98.5,high,1820,23220448686
Australia,1830,348143,1399,34.05,asia,TRUE,-25,135,high,1830,487052057
Canada,1830,1202146,1651,39.04,americas,TRUE,60.10867,-113.64258,high,1830,1984743046
Chile,1830,969062,986,32,americas,TRUE,-33.45694,-70.64827,high,1830,955495132
Japan,1830,31330455,1094,36.41,asia,TRUE,35.68536,139.75309,high,1830,34275517770
South Korea,1830,9444785,558,25.8,asia,TRUE,36.5,127.75,high,1830,5270190030
New Zealand,1830,91723,661,34.05,asia,TRUE,-42,174,high,1830,60628903
United States,1830,13480460,2551,39.41,americas,TRUE,39.76,-98.5,high,1830,34388653460
Australia,1840,434095,2268,34.05,asia,TRUE,-25,135,high,1840,984527460
Canada,1840,1745604,1921,40.19,americas,TRUE,60.10867,-113.64258,high,1840,3353305284
Chile,1840,1183151,1117,32,americas,TRUE,-33.45694,-70.64827,high,1840,1321579667
Japan,1840,31663783,1109,36.42,asia,TRUE,35.68536,139.75309,high,1840,35115135347
South Korea,1840,9494784,553,25.8,asia,TRUE,36.5,127.75,high,1840,5250615552
New Zealand,1840,82479,662,34.05,asia,TRUE,-42,174,high,1840,54601098
United States,1840,17942443,2791,39.41,americas,TRUE,39.76,-98.5,high,1840,50077358413
Australia,1850,742619,3266,34.05,asia,TRUE,-25,135,high,1850,2425393654
Canada,1850,2487811,2201,40.99,americas,TRUE,60.10867,-113.64258,high,1850,5475672011
Chile,1850,1413837,1388,32,americas,TRUE,-33.45694,-70.64827,high,1850,1962405756
Japan,1850,32223184,1125,36.42,asia,TRUE,35.68536,139.75309,high,1850,36251082000
South Korea,1850,9558873,547,25.8,asia,TRUE,36.5,127.75,high,1850,5228703531
New Zealand,1850,94934,1897,34.05,asia,TRUE,-42,174,high,1850,180089798
United States,1850,24136293,3058,39.41,americas,TRUE,39.76,-98.5,high,1850,73808783994
Australia,1860,1256048,4792,34.05,asia,TRUE,-25,135,high,1860,6018982016
Canada,1860,3231338,2405,41.54,americas,TRUE,60.10867,-113.64258,high,1860,7771367890
Chile,1860,1671164,1631,32,americas,TRUE,-33.45694,-70.64827,high,1860,2725668484
Japan,1860,33213212,1167,36.42,asia,TRUE,35.68536,139.75309,high,1860,38759818404
South Korea,1860,9650608,541,25.8,asia,TRUE,36.5,127.75,high,1860,5220978928
New Zealand,1860,157114,3672,34.05,asia,TRUE,-42,174,high,1860,576922608
United States,1860,31967054,3712,39.41,americas,TRUE,39.76,-98.5,high,1860,1.18662E+11
Australia,1870,1724213,5428,34.05,asia,TRUE,-25,135,high,1870,9359028164
Canada,1870,3816868,2813,42.46,americas,TRUE,60.10867,-113.64258,high,1870,10736849684
Chile,1870,1961419,1928,32,americas,TRUE,-33.45694,-70.64827,high,1870,3781615832
Japan,1870,34713907,1212,36.59,asia,TRUE,35.68536,139.75309,high,1870,42073255284
South Korea,1870,9741935,536,25.8,asia,TRUE,36.5,127.75,high,1870,5221677160
New Zealand,1870,301045,5153,34.05,asia,TRUE,-42,174,high,1870,1551284885
United States,1870,40899168,4055,39.41,americas,TRUE,39.76,-98.5,high,1870,1.65846E+11
Australia,1880,2253007,7117,39.36,asia,TRUE,-25,135,high,1880,16034650819
Canada,1880,4359836,3019,44.52,americas,TRUE,60.10867,-113.64258,high,1880,13162344884
Chile,1880,2284858,2604,32.07,americas,TRUE,-33.45694,-70.64827,high,1880,5949770232
Japan,1880,36947591,1394,37.05,asia,TRUE,35.68536,139.75309,high,1880,51504941854
South Korea,1880,9806394,531,25.83,asia,TRUE,36.5,127.75,high,1880,5207195214
New Zealand,1880,505065,6238,38.52,asia,TRUE,-42,174,high,1880,3150595470
United States,1880,51402380,5289,39.41,americas,TRUE,39.76,-98.5,high,1880,2.71867E+11
Australia,1890,3088808,7414,44.68,asia,TRUE,-25,135,high,1890,22900422512
Canada,1890,4907308,3961,45.14,americas,TRUE,60.10867,-113.64258,high,1890,19437846988
Chile,1890,2635492,2947,32.15,americas,TRUE,-33.45694,-70.64827,high,1890,7766794924
Japan,1890,40053760,1606,37.7,asia,TRUE,35.68536,139.75309,high,1890,64326338560
South Korea,1890,9856047,525,25.87,asia,TRUE,36.5,127.75,high,1890,5174424675
New Zealand,1890,669985,6262,43.01,asia,TRUE,-42,174,high,1890,4195446070
United States,1890,64051772,5643,45.2,americas,TRUE,39.76,-98.5,high,1890,3.61444E+11
Australia,1900,3743707,6685,50.02,asia,TRUE,-25,135,high,1900,25026681295
Canada,1900,5529722,4855,48.31,americas,TRUE,60.10867,-113.64258,high,1900,26846800310
Chile,1900,2998051,3293,32.22,americas,TRUE,-33.45694,-70.64827,high,1900,9872581943
Japan,1900,44282076,1839,38.63,asia,TRUE,35.68536,139.75309,high,1900,81434737764
South Korea,1900,9926632,520,25.9,asia,TRUE,36.5,127.75,high,1900,5161848640
New Zealand,1900,815519,7178,47.48,asia,TRUE,-42,174,high,1900,5853795382
United States,1900,77781471,6816,48.92,americas,TRUE,39.76,-98.5,high,1900,5.30159E+11
Australia,1910,4408208,8690,55.35,asia,TRUE,-25,135,high,1910,38307327520
Canada,1910,7179510,6791,52.15,americas,TRUE,60.10867,-113.64258,high,1910,48756052410
Chile,1910,3369878,4509,31.62,americas,TRUE,-33.45694,-70.64827,high,1910,15194779902
Japan,1910,49640048,1997,40.02,asia,TRUE,35.68536,139.75309,high,1910,99131175856
South Korea,1910,10193928,538,24.23,asia,TRUE,36.5,127.75,high,1910,5484333264
New Zealand,1910,1044340,8891,51.96,asia,TRUE,-42,174,high,1910,9285226940
United States,1910,94088789,8282,51.78,americas,TRUE,39.76,-98.5,high,1910,7.79243E+11
Australia,1920,5345426,7864,60.68,asia,TRUE,-25,135,high,1920,42036430064
Canada,1920,8761911,6427,56.61,americas,TRUE,60.10867,-113.64258,high,1920,56312801997
Chile,1920,3788242,4090,32.2,americas,TRUE,-33.45694,-70.64827,high,1920,15493909780
Japan,1920,55953151,2495,42.1,asia,TRUE,35.68536,139.75309,high,1920,1.39603E+11
South Korea,1920,11839704,755,28.19,asia,TRUE,36.5,127.75,high,1920,8938976520
New Zealand,1920,1236395,9449,56.44,asia,TRUE,-42,174,high,1920,11682696355
United States,1920,109122856,9176,55.38,americas,TRUE,39.76,-98.5,high,1920,1.00131E+12
Australia,1930,6473801,7711,65.18,asia,TRUE,-25,135,high,1930,49919479511
Canada,1930,10448248,7978,59,americas,TRUE,60.10867,-113.64258,high,1930,83356122544
Chile,1930,4341317,4131,38.54,americas,TRUE,-33.45694,-70.64827,high,1930,17933980527
Japan,1930,64331715,2602,46.71,asia,TRUE,35.68536,139.75309,high,1930,1.67391E+11
South Korea,1930,13929868,779,35.4,asia,TRUE,36.5,127.75,high,1930,10851367172
New Zealand,1930,1491936,8363,60.94,asia,TRUE,-42,174,high,1930,12477060768
United States,1930,125841184,10136,59.57,americas,TRUE,39.76,-98.5,high,1930,1.27553E+12
Australia,1940,7052010,10053,66.52,asia,TRUE,-25,135,high,1940,70893856530
Canada,1940,11652870,8881,64.07,americas,TRUE,60.10867,-113.64258,high,1940,1.03489E+11
Chile,1940,5145856,4595,42.71,americas,TRUE,-33.45694,-70.64827,high,1940,23645208320
Japan,1940,73242224,3920,49.1,asia,TRUE,35.68536,139.75309,high,1940,2.8711E+11
South Korea,1940,15684578,1306,44.14,asia,TRUE,36.5,127.75,high,1940,20484058868
New Zealand,1940,1629869,10689,65.43,asia,TRUE,-42,174,high,1940,17421669741
United States,1940,135198123,11318,63.24,americas,TRUE,39.76,-98.5,high,1940,1.53017E+12
Australia,1950,8177342,12067,69.33,asia,TRUE,-25,135,high,1950,98675985914
Canada,1950,13733402,12044,68.36,americas,TRUE,60.10867,-113.64258,high,1950,1.65405E+11
Chile,1950,6188284,5146,55.33,americas,TRUE,-33.45694,-70.64827,high,1950,31844909464
Japan,1950,82802084,2581,59.44,asia,TRUE,35.68536,139.75309,high,1950,2.13712E+11
South Korea,1950,19211385,793,43.46,asia,TRUE,36.5,127.75,high,1950,15234628305
New Zealand,1950,1908000,14426,69.45,asia,TRUE,-42,174,high,1950,27524808000
United States,1950,158804395,15317,68.07,americas,TRUE,39.76,-98.5,high,1950,2.43241E+12
Australia,1960,10289707,14339,71.25,asia,TRUE,-25,135,high,1960,1.47544E+11
Canada,1960,17917236,14450,71.13,americas,TRUE,60.10867,-113.64258,high,1960,2.58904E+11
Chile,1960,7716625,5943,58.2,americas,TRUE,-33.45694,-70.64827,high,1960,45859902375
Japan,1960,93673615,4838,67.98,asia,TRUE,35.68536,139.75309,high,1960,4.53193E+11
South Korea,1960,25340918,1151,53.62,asia,TRUE,36.5,127.75,high,1960,29167396618
New Zealand,1960,2372594,16232,71.45,asia,TRUE,-42,174,high,1960,38511945808
United States,1960,186808228,18058,69.86,americas,TRUE,39.76,-98.5,high,1960,3.37338E+12
Australia,1970,12842907,19709,71.21,asia,TRUE,-25,135,high,1970,2.53121E+11
Canada,1970,21452737,19904,72.75,americas,TRUE,60.10867,-113.64258,high,1970,4.26995E+11
Chile,1970,9563865,7264,63.43,americas,TRUE,-33.45694,-70.64827,high,1970,69471915360
Japan,1970,104925645,14513,72.28,asia,TRUE,35.68536,139.75309,high,1970,1.52279E+12
South Korea,1970,32209314,2084,61.98,asia,TRUE,36.5,127.75,high,1970,67124210376
New Zealand,1970,2818387,19280,71.54,asia,TRUE,-42,174,high,1970,54338501360
United States,1970,209588150,23908,70.86,americas,TRUE,39.76,-98.5,high,1970,5.01083E+12
Australia,1980,14649114,23857,74.58,asia,TRUE,-25,135,high,1980,3.49484E+11
Canada,1980,24537422,26778,75.29,americas,TRUE,60.10867,-113.64258,high,1980,6.57063E+11
Chile,1980,11266226,7935,70.21,americas,TRUE,-33.45694,-70.64827,high,1980,89397503310
Japan,1980,117827355,20257,76.16,asia,TRUE,35.68536,139.75309,high,1980,2.38683E+12
South Korea,1980,38050424,4741,67.49,asia,TRUE,36.5,127.75,high,1980,1.80397E+11
New Zealand,1980,3146619,21365,73.19,asia,TRUE,-42,174,high,1980,67227514935
United States,1980,229763052,29619,73.91,americas,TRUE,39.76,-98.5,high,1980,6.80535E+12
Australia,1990,17041431,28583,77.04,asia,TRUE,-25,135,high,1990,4.87095E+11
Canada,1990,27692680,31300,77.43,americas,TRUE,60.10867,-113.64258,high,1990,8.66781E+11
Chile,1990,13242132,8992,73.52,americas,TRUE,-33.45694,-70.64827,high,1990,1.19073E+11
Japan,1990,124515561,30447,78.86,asia,TRUE,35.68536,139.75309,high,1990,3.79113E+12
South Korea,1990,42923131,11633,72.03,asia,TRUE,36.5,127.75,high,1990,4.99325E+11
New Zealand,1990,3398172,24161,75.64,asia,TRUE,-42,174,high,1990,82103233692
United States,1990,252529950,37062,75.4,americas,TRUE,39.76,-98.5,high,1990,9.35927E+12
Australia,2000,19065837,35281,79.7,asia,TRUE,-25,135,high,2000,6.72662E+11
Canada,2000,30735773,37432,79.21,americas,TRUE,60.10867,-113.64258,high,2000,1.1505E+12
Chile,2000,15262754,14315,77.24,americas,TRUE,-33.45694,-70.64827,high,2000,2.18486E+11
Japan,2000,127533934,33872,80.95,asia,TRUE,35.68536,139.75309,high,2000,4.31983E+12
South Korea,2000,47386312,20757,75.98,asia,TRUE,36.5,127.75,high,2000,9.83598E+11
New Zealand,2000,3858999,28265,78.51,asia,TRUE,-42,174,high,2000,1.09075E+11
United States,2000,281982778,45986,76.9,americas,TRUE,39.76,-98.5,high,2000,1.29673E+13
Australia,2010,22120064,41385,81.98,asia,TRUE,-25,135,high,2010,9.15439E+11
Canada,2010,34168668,40699,81.29,americas,TRUE,60.10867,-113.64258,high,2010,1.39063E+12
Chile,2010,16993354,19442,79.12,americas,TRUE,-33.45694,-70.64827,high,2010,3.30385E+11
Japan,2010,128551873,35750,82.85,asia,TRUE,35.68536,139.75309,high,2010,4.59573E+12
South Korea,2010,49552855,30352,80.13,asia,TRUE,36.5,127.75,high,2010,1.50403E+12
New Zealand,2010,4370062,32253,80.9,asia,TRUE,-42,174,high,2010,1.40948E+11
United States,2010,308641391,49373,78.74,americas,TRUE,39.76,-98.5,high,2010,1.52386E+13
Austria,1800,3205587,1847,34.4,europe,TRUE,47.33333,13.33333,high,1800,5920719189
Belgium,1800,3138137,2411,40,europe,TRUE,50.75,4.5,high,1800,7566048307
Czech Republic,1800,5516349,1915,34.95,europe,TRUE,49.75,15,high,1800,10563808335
Denmark,1800,1062514,2012,37.41,europe,TRUE,56,10,high,1800,2137778168
Finland,1800,977662,1243,36.57,europe,TRUE,64,26,high,1800,1215233866
France,1800,29355111,1802,33.97,europe,TRUE,46,2,high,1800,52897910022
Germany,1800,22886919,1639,38.37,europe,TRUE,51.5,10.5,high,1800,37511660241
Greece,1800,2151155,1370,36.6,europe,TRUE,39,22,high,1800,2947082350
Hungary,1800,3499771,1248,36,europe,TRUE,47,20,high,1800,4367714208
Iceland,1800,61428,926,42.85,europe,TRUE,65,-18,high,1800,56882328
Ireland,1800,4064749,1446,38.3,europe,TRUE,53,-8,high,1800,5877627054
Italy,1800,18822234,2224,29.69,europe,TRUE,42.83333,12.83333,high,1800,41860648416
Luxembourg,1800,127030,1453,36.9,europe,TRUE,49.61167,6.13,high,1800,184574590
Netherlands,1800,2254522,4233,39.86,europe,TRUE,52.25,5.75,high,1800,9543391626
Norway,1800,868570,1277,37.92,europe,TRUE,62,10,high,1800,1109163890
Poland,1800,9508747,1212,35.9,europe,TRUE,52,20,high,1800,11524601364
Portugal,1800,3033454,1684,35.6,europe,TRUE,39.6945,-8.13057,high,1800,5108336536
Slovak Republic,1800,2140651,1427,36.4,europe,TRUE,48.66667,19.5,high,1800,3054708977
Spain,1800,11549294,1517,29.5,europe,TRUE,40,-4,high,1800,17520278998
Sweden,1800,2354189,1413,32.16,europe,TRUE,62,15,high,1800,3326469057
Switzerland,1800,1826051,2700,38,europe,TRUE,47.00016,8.01427,high,1800,4930337700
United Kingdom,1800,12327466,3429,38.65,europe,TRUE,54.75844,-2.69531,high,1800,42270880914
Austria,1810,3286650,1923,34.4,europe,TRUE,47.33333,13.33333,high,1810,6320227950
Belgium,1810,3283959,2415,40.08,europe,TRUE,50.75,4.5,high,1810,7930760985
Denmark,1810,1108146,2049,41.71,europe,TRUE,56,10,high,1810,2270591154
Finland,1810,1070625,1266,36.95,europe,TRUE,64,26,high,1810,1355411250
France,1810,30293172,1838,37.4,europe,TRUE,46,2,high,1810,55678850136
Germany,1810,23882461,1758,38.37,europe,TRUE,51.5,10.5,high,1810,41985366438
Greece,1810,2230659,1394,36.6,europe,TRUE,39,22,high,1810,3109538646
Hungary,1810,3814221,1250,36,europe,TRUE,47,20,high,1810,4767776250
Iceland,1810,61428,928,43.14,europe,TRUE,65,-18,high,1810,57005184
Ireland,1810,4541676,1448,38.3,europe,TRUE,53,-8,high,1810,6576346848
Italy,1810,19491674,2369,29.69,europe,TRUE,42.83333,12.83333,high,1810,46175775706
Luxembourg,1810,127030,1455,36.9,europe,TRUE,49.61167,6.13,high,1810,184828650
Netherlands,1810,2293548,3925,39.86,europe,TRUE,52.25,5.75,high,1810,9002175900
Norway,1810,918398,1298,36.48,europe,TRUE,62,10,high,1810,1192080604
Poland,1810,9960687,1259,35.9,europe,TRUE,52,20,high,1810,12540504933
Portugal,1810,3163489,1686,35.6,europe,TRUE,39.6945,-8.13057,high,1810,5333642454
Slovak Republic,1810,2140651,1429,36.4,europe,TRUE,48.66667,19.5,high,1810,3058990279
