,name,year,population,gdp_percap,life_exp,region,oecd,g77,lat,long,income2017
3336,Andorra,1970,24276,33216,75.95,europe,FALSE,FALSE,42.50779,1.52109,high
3337,Angola,1970,6776381,5549,48.74,africa,FALSE,TRUE,-12.5,18.5,lower_mid
3338,Antigua and Barbuda,1970,67098,5618,66.84,americas,FALSE,TRUE,17.05,-61.8,high
3339,Argentina,1970,23973058,11861,65.36,americas,FALSE,TRUE,-34,-64,upper_mid
3340,Armenia,1970,2525065,3537,65.46,europe,FALSE,FALSE,40.25,45,lower_mid
3341,Australia,1970,12842907,19709,71.21,asia,TRUE,FALSE,-25,135,high
3342,Austria,1970,7516239,17953,70.04,europe,TRUE,FALSE,47.33333,13.33333,high
3343,Azerbaijan,1970,5180025,7285,61.21,europe,FALSE,FALSE,40.5,47.5,upper_mid
3344,Bahamas,1970,169354,21211,64.82,americas,FALSE,TRUE,25.04082,-77.37122,high
3345,Bahrain,1970,212605,31354,64.75,asia,FALSE,TRUE,26.03333,50.55,high
3346,Bangladesh,1970,65047770,1236,43.97,asia,FALSE,TRUE,24,90,lower_mid
3347,Barbados,1970,238848,9165,69.28,americas,FALSE,TRUE,13.16667,-59.53333,high
3348,Belarus,1970,8977639,5590,70.89,europe,FALSE,FALSE,53,28,upper_mid
3349,Belgium,1970,9632180,18860,70.95,europe,TRUE,FALSE,50.75,4.5,high
3350,Belize,1970,122182,2509,66.47,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
3351,Benin,1970,2912340,1269,47.21,africa,FALSE,TRUE,9.5,2.25,low
3352,Bhutan,1970,298301,1065,48.77,asia,FALSE,TRUE,27.5,90.5,lower_mid
3353,Bolivia,1970,4505778,3655,50.19,americas,FALSE,TRUE,-17,-65,lower_mid
3354,Bosnia and Herzegovina,1970,3760527,2399,66.44,europe,FALSE,TRUE,44.25,17.83333,upper_mid
3355,Botswana,1970,695597,1572,56.53,africa,FALSE,TRUE,-22,24,upper_mid
3356,Brazil,1970,95326793,5936,61.43,americas,FALSE,TRUE,-10,-55,upper_mid
3357,Brunei,1970,129583,79342,65.58,asia,FALSE,TRUE,4.5,114.66667,high
3358,Bulgaria,1970,8507476,7949,71.04,europe,FALSE,FALSE,42.66667,25.25,upper_mid
3359,Burkina Faso,1970,5624600,790,44.38,africa,FALSE,TRUE,12.5,-1.66667,low
3360,Burundi,1970,3455606,802,44.69,africa,FALSE,TRUE,-3.5,30,low
3361,Cambodia,1970,6994848,1656,44.68,asia,FALSE,TRUE,13,105,lower_mid
3362,Cameroon,1970,6527635,2217,51.71,africa,FALSE,TRUE,6,12.5,lower_mid
3363,Canada,1970,21452737,19904,72.75,americas,TRUE,FALSE,60.10867,-113.64258,high
3364,Cape Verde,1970,270198,959,57.57,africa,FALSE,TRUE,16,-24,lower_mid
3365,Central African Republic,1970,1828709,1346,48.26,africa,FALSE,TRUE,7,21,low
3366,Chad,1970,3643549,1337,49.18,africa,FALSE,TRUE,15,19,low
3367,Chile,1970,9563865,7264,63.43,americas,TRUE,TRUE,-33.45694,-70.64827,high
3368,China,1970,824788457,851,61.04,asia,FALSE,TRUE,35,105,upper_mid
3369,Colombia,1970,22061215,4238,65.96,americas,FALSE,TRUE,4,-73.25,upper_mid
3370,Comoros,1970,230054,1428,51.14,africa,FALSE,TRUE,-12.23333,44.44553,low
3371,"Congo, Dem. Rep.",1970,20009935,2107,50.33,africa,FALSE,TRUE,-2.5,23.5,low
3372,"Congo, Rep.",1970,1364812,3291,48.83,africa,FALSE,TRUE,-1,15.5,lower_mid
3373,Costa Rica,1970,1848866,5979,68.94,americas,FALSE,TRUE,10,-84,upper_mid
3374,Cote d'Ivoire,1970,5242395,3764,51,africa,FALSE,TRUE,8,-5.5,lower_mid
3375,Croatia,1970,4423072,11831,67.93,europe,FALSE,FALSE,45.16667,15.5,upper_mid
3376,Cuba,1970,8715123,9157,72,americas,FALSE,TRUE,22,-79.5,upper_mid
3377,Cyprus,1970,613621,8215,70.31,europe,FALSE,FALSE,35,33,high
3378,Czech Republic,1970,9817817,15107,69.65,europe,TRUE,FALSE,49.75,15,high
3379,Denmark,1970,4931241,22243,73.35,europe,TRUE,FALSE,56,10,high
3380,Djibouti,1970,159659,4410,59.78,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
3381,Dominica,1970,71073,2706,67.33,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
3382,Dominican Republic,1970,4503114,3229,64.95,americas,FALSE,TRUE,19,-70.66667,upper_mid
3383,Ecuador,1970,6072527,5687,63.1,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
3384,Egypt,1970,35046273,3015,51.53,africa,FALSE,TRUE,27,30,lower_mid
3385,El Salvador,1970,3668595,4866,58.85,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
3386,Equatorial Guinea,1970,306515,1152,44.24,africa,FALSE,TRUE,1.7,10.5,upper_mid
3387,Eritrea,1970,1811878,1087,45.34,africa,FALSE,TRUE,15,39,low
3388,Estonia,1970,1360202,10320,70.21,europe,FALSE,FALSE,59,26,high
3389,Ethiopia,1970,28415077,778,43.72,africa,FALSE,TRUE,9,39.5,low
3390,Fiji,1970,520529,4493,64.49,asia,FALSE,TRUE,-18,178,upper_mid
3391,Finland,1970,4612366,16369,70.04,europe,TRUE,FALSE,64,26,high
3392,France,1970,50843829,18208,72.47,europe,TRUE,FALSE,46,2,high
3393,Gabon,1970,590118,4684,52.08,africa,FALSE,TRUE,-1,11.75,upper_mid
3394,Gambia,1970,447285,1478,55,africa,FALSE,TRUE,13.5,-15.5,low
3395,Georgia,1970,4713322,5207,64.29,europe,FALSE,FALSE,41.99998,43.4999,lower_mid
3396,Germany,1970,78572984,21127,70.61,europe,TRUE,FALSE,51.5,10.5,high
3397,Ghana,1970,8596983,2455,55.23,africa,FALSE,TRUE,8.1,-1.2,lower_mid
3398,Greece,1970,8659795,12194,73.49,europe,TRUE,FALSE,39,22,high
3399,Grenada,1970,94426,2595,67.35,americas,FALSE,TRUE,12.11667,-61.66667,upper_mid
3400,Guatemala,1970,5621792,4475,50.81,americas,FALSE,TRUE,14.64072,-90.51327,lower_mid
3401,Guinea,1970,4219770,963,45.13,africa,FALSE,TRUE,10.83333,-10.66667,low
3402,Guinea-Bissau,1970,711827,1760,40.37,africa,FALSE,TRUE,12,-15,low
3403,Guyana,1970,704934,3548,60.8,americas,FALSE,TRUE,5,-59,upper_mid
3404,Haiti,1970,4708642,1976,45.6,americas,FALSE,TRUE,19,-72.41667,low
3405,Honduras,1970,2716659,2751,57.34,americas,FALSE,TRUE,15,-86.5,lower_mid
3406,"Hong Kong, China",1970,3873112,8596,70.76,asia,FALSE,FALSE,22.28552,114.15769,high
3407,Hungary,1970,10366340,13010,69.15,europe,TRUE,FALSE,47,20,high
3408,Iceland,1970,204426,15103,73.94,europe,TRUE,FALSE,65,-18,high
3409,India,1970,553578513,1160,49,asia,FALSE,TRUE,22,79,lower_mid
3410,Indonesia,1970,114834780,2108,53.77,asia,FALSE,TRUE,-5,120,lower_mid
3411,Iran,1970,28514010,11003,55.57,asia,FALSE,TRUE,32,53,upper_mid
3412,Iraq,1970,9917983,7701,60.59,asia,FALSE,TRUE,33,44,upper_mid
3413,Ireland,1970,2949998,11419,71.17,europe,TRUE,FALSE,53,-8,high
3414,Israel,1970,2849622,12226,69.6,asia,FALSE,FALSE,31.5,34.75,high
3415,Italy,1970,53578683,16605,71.55,europe,TRUE,FALSE,42.83333,12.83333,high
3416,Jamaica,1970,1875381,7804,68.79,americas,FALSE,TRUE,18.16667,-77.25,upper_mid
3417,Japan,1970,104925645,14513,72.28,asia,TRUE,FALSE,35.68536,139.75309,high
3418,Jordan,1970,1718913,4128,62.18,asia,FALSE,TRUE,31,36,lower_mid
3419,Kazakhstan,1970,13109996,12081,63.75,asia,FALSE,FALSE,48,68,upper_mid
3420,Kenya,1970,11252492,1950,57.93,africa,FALSE,TRUE,1,38,lower_mid
3421,Kiribati,1970,51178,3924,54.89,asia,FALSE,FALSE,1.421,172.984,lower_mid
3422,North Korea,1970,14410400,1697,67.36,asia,FALSE,TRUE,40,127,low
3423,South Korea,1970,32209314,2084,61.98,asia,TRUE,FALSE,36.5,127.75,high
3424,Kuwait,1970,746767,53445,69.58,asia,FALSE,TRUE,29.36972,47.97833,high
3425,Kyrgyz Republic,1970,2969864,3377,59.59,asia,FALSE,FALSE,41.5,75,lower_mid
3426,Lao,1970,2688428,1340,42.16,asia,FALSE,TRUE,18,105,lower_mid
3427,Latvia,1970,2378017,7816,70.09,europe,FALSE,FALSE,57,25,high
3428,Lebanon,1970,2297389,12143,66.61,asia,FALSE,TRUE,33.83333,35.83333,upper_mid
3429,Lesotho,1970,1033050,774,55.83,africa,FALSE,TRUE,-29.5,28.25,lower_mid
3430,Liberia,1970,1416529,2152,47.54,africa,FALSE,TRUE,6.5,-9.5,low
3431,Libya,1970,2133526,65830,66.1,africa,FALSE,TRUE,28,17,upper_mid
3432,Liechtenstein,1970,21265,,NA,europe,FALSE,FALSE,47.16667,9.53333,high
3433,Lithuania,1970,3136580,12803,71.1,europe,FALSE,FALSE,55.41667,24,high
3434,Luxembourg,1970,339668,29624,70.04,europe,TRUE,FALSE,49.61167,6.13,high
3435,"Macedonia, FYR",1970,1720800,6254,67.45,europe,FALSE,FALSE,41.66667,21.75,upper_mid
3436,Madagascar,1970,6576305,2501,50.76,africa,FALSE,TRUE,-20,47,low
3437,Malawi,1970,4603723,620,43.51,africa,FALSE,TRUE,-13.5,34,low
3438,Malaysia,1970,10803978,4164,64.6,asia,FALSE,TRUE,2.5,112.5,upper_mid
3439,Maldives,1970,115768,1365,39.12,asia,FALSE,TRUE,3.2,73,upper_mid
3440,Mali,1970,5949045,940,39.82,africa,FALSE,TRUE,18,-2,low
3441,Malta,1970,320086,4542,69.51,europe,FALSE,FALSE,35.91667,14.43333,high
3442,Marshall Islands,1970,20395,2138,60.78,asia,FALSE,TRUE,7.113,171.236,upper_mid
3443,Mauritania,1970,1148908,2970,54.22,africa,FALSE,TRUE,20.25,-10.5,lower_mid
3444,Mauritius,1970,826441,2970,60.82,africa,FALSE,TRUE,-20.3,57.58333,upper_mid
3445,Mexico,1970,52029861,8810,62.14,americas,TRUE,FALSE,19.42847,-99.12766,upper_mid
3446,"Micronesia, Fed. Sts.",1970,61431,1738,59.82,asia,FALSE,TRUE,6.924,158.162,lower_mid
3447,Moldova,1970,3594518,5225,62.54,europe,FALSE,FALSE,47.25,28.58333,lower_mid
3448,Monaco,1970,23484,26378,NA,europe,FALSE,FALSE,43.73333,7.41667,high
3449,Mongolia,1970,1278825,1695,54.52,asia,FALSE,TRUE,46,105,lower_mid
3450,Montenegro,1970,519696,10400,72.58,europe,FALSE,FALSE,42.75,19.25,upper_mid
3451,Morocco,1970,16000008,2416,55.31,africa,FALSE,TRUE,32,-6,lower_mid
3452,Mozambique,1970,9161534,611,47.56,africa,FALSE,TRUE,-18.25,35,low
3453,Myanmar,1970,26381431,837,48.45,asia,FALSE,TRUE,21,96,lower_mid
3454,Namibia,1970,780384,5983,58.33,africa,FALSE,TRUE,-22,17,upper_mid
3455,Nauru,1970,6496,49000,NA,asia,FALSE,FALSE,-0.517,166.933,upper_mid
3456,Nepal,1970,11997929,1011,48.98,asia,FALSE,TRUE,28,84,low
3457,Netherlands,1970,13001943,19601,73.72,europe,TRUE,FALSE,52.25,5.75,high
3458,New Zealand,1970,2818387,19280,71.54,asia,TRUE,FALSE,-42,174,high
3459,Nicaragua,1970,2398096,6001,58.42,americas,FALSE,TRUE,13,-85,lower_mid
3460,Niger,1970,4510479,1343,43.61,africa,FALSE,TRUE,18,9,low
3461,Nigeria,1970,55981400,3492,50.1,africa,FALSE,TRUE,10,8,lower_mid
3462,Norway,1970,3876060,22012,74.03,europe,TRUE,FALSE,62,10,high
3463,Oman,1970,723852,19458,50.67,asia,FALSE,TRUE,21,57,high
3464,Pakistan,1970,58090759,1799,56.95,asia,FALSE,TRUE,30,70,lower_mid
3465,Palau,1970,11480,28047,NA,asia,FALSE,FALSE,7.503,134.621,high
3466,Panama,1970,1519299,6560,68.3,americas,FALSE,TRUE,8.9936,-79.51973,upper_mid
3467,Papua New Guinea,1970,2527586,1728,54.01,asia,FALSE,TRUE,-6,147,lower_mid
3468,Paraguay,1970,2474106,3508,69.55,americas,FALSE,TRUE,-23.33333,-58,upper_mid
3469,Peru,1970,13341069,6749,47.6,americas,FALSE,TRUE,-10,-75.25,upper_mid
3470,Philippines,1970,35804729,3132,63.03,asia,FALSE,TRUE,13,122,lower_mid
3471,Poland,1970,32635557,8822,69.83,europe,TRUE,FALSE,52,20,high
3472,Portugal,1970,8701855,10134,67.4,europe,TRUE,FALSE,39.6945,-8.13057,high
3473,Qatar,1970,109514,154685,67.38,asia,FALSE,TRUE,25.27932,51.52245,high
3474,Romania,1970,20548911,9619,68.38,europe,FALSE,FALSE,46,25,upper_mid
3475,Russia,1970,130123431,15632,68.35,europe,FALSE,FALSE,60,100,upper_mid
3476,Rwanda,1970,3754541,696,46.6,africa,FALSE,TRUE,-2,30,low
3477,St. Kitts and Nevis,1970,44885,4301,NA,americas,FALSE,TRUE,17.33333,-62.75,high
3478,St. Lucia,1970,104160,3570,65.69,americas,FALSE,TRUE,13.88333,-60.96667,upper_mid
3479,St. Vincent and the Grenadines,1970,90452,3004,64.78,americas,FALSE,TRUE,13.08333,-61.2,upper_mid
3480,Samoa,1970,143176,3748,65.09,asia,FALSE,TRUE,-13.8,-172.13333,upper_mid
3481,San Marino,1970,19138,23203,NA,europe,FALSE,FALSE,43.93667,12.44639,high
3482,Sao Tome and Principe,1970,74253,2076,58.48,africa,FALSE,TRUE,1,7,lower_mid
3483,Saudi Arabia,1970,5836389,45462,64.55,asia,FALSE,TRUE,25,45,high
3484,Senegal,1970,4257505,2029,47.56,africa,FALSE,TRUE,14.5,-14.25,low
3485,Serbia,1970,8119860,10410,70.01,europe,FALSE,FALSE,44.81892,20.45998,upper_mid
3486,Seychelles,1970,52365,6569,65.39,africa,FALSE,TRUE,-4.58333,55.66667,high
3487,Sierra Leone,1970,2692259,1585,45.6,africa,FALSE,TRUE,8.5,-11.5,low
3488,Singapore,1970,2072290,10341,68.68,asia,FALSE,TRUE,1.28967,103.85007,high
3489,Slovak Republic,1970,4538841,11163,69.85,europe,TRUE,FALSE,48.66667,19.5,high
3490,Slovenia,1970,1669581,12618,68.02,europe,FALSE,FALSE,46.08333,15,high
3491,Solomon Islands,1970,160290,1215,54.6,asia,FALSE,TRUE,-8,159,lower_mid
3492,Somalia,1970,3444553,1083,49.8,africa,FALSE,TRUE,6,48,low
3493,South Africa,1970,22839451,10044,57.21,africa,FALSE,TRUE,-29,24,upper_mid
3494,Spain,1970,33980276,12095,71.91,europe,TRUE,FALSE,40,-4,high
3495,Sri Lanka,1970,12485756,2187,64.87,asia,FALSE,TRUE,7.75,80.75,lower_mid
3496,Sudan,1970,10281700,2014,52.56,africa,FALSE,TRUE,16,30,lower_mid
3497,Suriname,1970,371273,8738,64.59,americas,FALSE,TRUE,4,-56,upper_mid
3498,Swaziland,1970,445729,4289,51.31,africa,FALSE,TRUE,-26.5,31.5,lower_mid
3499,Sweden,1970,8054916,22070,74.55,europe,TRUE,FALSE,62,15,high
3500,Switzerland,1970,6169358,37239,72.99,europe,TRUE,FALSE,47.00016,8.01427,high
3501,Syria,1970,6350541,2582,64.73,asia,FALSE,TRUE,35,38,lower_mid
3502,Taiwan,1970,14693153,5144,68.93,asia,FALSE,FALSE,24,121,high
3503,Tajikistan,1970,2930079,4712,56.29,asia,FALSE,FALSE,39,71,lower_mid
3504,Tanzania,1970,13605529,1392,52.27,africa,FALSE,TRUE,-6,35,low
3505,Thailand,1970,36884913,2397,62.37,asia,FALSE,TRUE,15.5,101,upper_mid
3506,Timor-Leste,1970,605125,733,43.88,asia,FALSE,TRUE,-8.83333,125.75,lower_mid
3507,Togo,1970,2115522,1878,51.86,africa,FALSE,TRUE,8.66667,1.08333,low
3508,Tonga,1970,84369,1719,65.5,asia,FALSE,TRUE,-20,-175,upper_mid
3509,Trinidad and Tobago,1970,945993,10728,65.48,americas,FALSE,TRUE,11,-61,high
3510,Tunisia,1970,5060397,3034,57.55,africa,FALSE,TRUE,34,9,lower_mid
3511,Turkey,1970,34876267,7071,57.05,europe,TRUE,FALSE,39,35,upper_mid
3512,Turkmenistan,1970,2195173,10013,55.89,asia,FALSE,TRUE,39.75,59.66667,upper_mid
3513,Tuvalu,1970,7303,1724,NA,asia,FALSE,FALSE,-8.51719,179.14478,upper_mid
3514,Uganda,1970,9446064,1095,50.34,africa,FALSE,TRUE,1.25,32.5,low
3515,Ukraine,1970,47086761,7835,69.02,europe,FALSE,FALSE,49,32,lower_mid
3516,United Arab Emirates,1970,235499,41814,65.24,asia,FALSE,TRUE,23.75,54.5,high
3517,United Kingdom,1970,55634935,17093,71.84,europe,TRUE,FALSE,54.75844,-2.69531,high
3518,United States,1970,209588150,23908,70.86,americas,TRUE,FALSE,39.76,-98.5,high
3519,Uruguay,1970,2809803,7934,68.57,americas,FALSE,TRUE,-33,-56,high
3520,Uzbekistan,1970,12110028,3352,63.37,asia,FALSE,FALSE,41.66667,63.83333,lower_mid
3521,Vanuatu,1970,85389,1678,56.98,asia,FALSE,TRUE,-16,167,lower_mid
3522,Venezuela,1970,11587761,15323,66.89,americas,FALSE,TRUE,8,-66,upper_mid
3523,Palestine,1970,1124649,1185,62.43,asia,FALSE,TRUE,31.92157,35.20329,lower_mid
3524,Vietnam,1970,43407287,1053,53.85,asia,FALSE,TRUE,16.16667,107.83333,lower_mid
3525,Yemen,1970,6193810,1805,41.99,asia,FALSE,TRUE,15.5,47.5,lower_mid
3526,Zambia,1970,4173928,3819,55.64,africa,FALSE,TRUE,-14.33333,28.5,lower_mid
3527,Zimbabwe,1970,5175618,2564,57.6,africa,FALSE,TRUE,-19,29.75,low
3528,South Sudan,1970,3647709,2206,49.1,africa,FALSE,TRUE,7.5,30,low
3529,Afghanistan,1980,13248370,1168,43.26,asia,FALSE,TRUE,33,66,low
3530,Albania,1980,2681239,4385,72.25,europe,FALSE,FALSE,41,20,upper_mid
3531,Algeria,1980,19337715,10273,62.13,africa,FALSE,TRUE,28,3,upper_mid
3532,Andorra,1980,36067,32055,78.73,europe,FALSE,FALSE,42.50779,1.52109,high
3533,Angola,1980,8929900,4591,49.93,africa,FALSE,TRUE,-12.5,18.5,lower_mid
3534,Antigua and Barbuda,1980,73442,7852,70.57,americas,FALSE,TRUE,17.05,-61.8,high
3535,Argentina,1980,28105888,13500,69.85,americas,FALSE,TRUE,-34,-64,upper_mid
3536,Armenia,1980,3099751,3821,69.63,europe,FALSE,FALSE,40.25,45,lower_mid
3537,Australia,1980,14649114,23857,74.58,asia,TRUE,FALSE,-25,135,high
3538,Austria,1980,7609752,25407,72.51,europe,TRUE,FALSE,47.33333,13.33333,high
3539,Azerbaijan,1980,6150738,8228,65.47,europe,FALSE,FALSE,40.5,47.5,upper_mid
3540,Bahamas,1980,210661,22748,68.05,americas,FALSE,TRUE,25.04082,-77.37122,high
3541,Bahrain,1980,359888,45199,70.36,asia,FALSE,TRUE,26.03333,50.55,high
3542,Bangladesh,1980,81470860,1089,53.82,asia,FALSE,TRUE,24,90,lower_mid
3543,Barbados,1980,252194,13145,72.64,americas,FALSE,TRUE,13.16667,-59.53333,high
3544,Belarus,1980,9633888,6970,70.45,europe,FALSE,FALSE,53,28,upper_mid
3545,Belgium,1980,9868995,25777,73.22,europe,TRUE,FALSE,50.75,4.5,high
3546,Belize,1980,144155,4147,69.3,americas,FALSE,TRUE,17.49952,-88.19756,upper_mid
3547,Benin,1980,3717165,1424,51.53,africa,FALSE,TRUE,9.5,2.25,low
3548,Bhutan,1980,409172,1128,53.29,asia,FALSE,TRUE,27.5,90.5,lower_mid
3549,Bolivia,1980,5589575,4330,56.36,americas,FALSE,TRUE,-17,-65,lower_mid
3550,Bosnia and Herzegovina,1980,4179855,3397,69.57,europe,FALSE,TRUE,44.25,17.83333,upper_mid
3551,Botswana,1980,1001158,4308,61.65,africa,FALSE,TRUE,-22,24,upper_mid
3552,Brazil,1980,121159761,10934,65.86,americas,FALSE,TRUE,-10,-55,upper_mid
3553,Brunei,1980,193949,131597,69.9,asia,FALSE,TRUE,4.5,114.66667,high
3554,Bulgaria,1980,8878775,10054,71.25,europe,FALSE,FALSE,42.66667,25.25,upper_mid
3555,Burkina Faso,1980,6822843,759,48.21,africa,FALSE,TRUE,12.5,-1.66667,low
3556,Burundi,1980,4116817,914,46.31,africa,FALSE,TRUE,-3.5,30,low
3557,Cambodia,1980,6692107,847,52.54,asia,FALSE,TRUE,13,105,lower_mid
3558,Cameroon,1980,8618354,2742,55.6,africa,FALSE,TRUE,6,12.5,lower_mid
3559,Canada,1980,24537422,26778,75.29,americas,TRUE,FALSE,60.10867,-113.64258,high
3560,Cape Verde,1980,286657,1217,65.21,africa,FALSE,TRUE,16,-24,lower_mid
3561,Central African Republic,1980,2279821,1091,49.63,africa,FALSE,TRUE,7,21,low
3562,Chad,1980,4512042,890,51.23,africa,FALSE,TRUE,15,19,low
3563,Chile,1980,11266226,7935,70.21,americas,TRUE,TRUE,-33.45694,-70.64827,high
3564,China,1980,993877310,1078,64.22,asia,FALSE,TRUE,35,105,upper_mid
3565,Colombia,1980,27737900,6218,69.01,americas,FALSE,TRUE,4,-73.25,upper_mid
3566,Comoros,1980,307829,1640,54.49,africa,FALSE,TRUE,-12.23333,44.44553,low
3567,"Congo, Dem. Rep.",1980,26357462,1578,52.64,africa,FALSE,TRUE,-2.5,23.5,low
3568,"Congo, Rep.",1980,1839935,4152,53.05,africa,FALSE,TRUE,-1,15.5,lower_mid
3569,Costa Rica,1980,2389310,7940,74.6,americas,FALSE,TRUE,10,-84,upper_mid
3570,Cote d'Ivoire,1980,8293675,4024,56.09,africa,FALSE,TRUE,8,-5.5,lower_mid
3571,Croatia,1980,4598129,19101,70.43,europe,FALSE,FALSE,45.16667,15.5,upper_mid
3572,Cuba,1980,9835177,12679,74.17,americas,FALSE,TRUE,22,-79.5,upper_mid
3573,Cyprus,1980,685406,14315,72.84,europe,FALSE,FALSE,35,33,high
3574,Czech Republic,1980,10349271,18688,70.6,europe,TRUE,FALSE,49.75,15,high
3575,Denmark,1980,5123945,27290,74.38,europe,TRUE,FALSE,56,10,high
3576,Djibouti,1980,358960,3551,61.1,africa,FALSE,TRUE,11.58901,43.14503,lower_mid
3577,Dominica,1980,75314,3772,73.1,americas,FALSE,TRUE,15.5,-61.33333,upper_mid
3578,Dominican Republic,1980,5809269,4979,69.15,americas,FALSE,TRUE,19,-70.66667,upper_mid
3579,Ecuador,1980,7976445,8081,67.75,americas,FALSE,TRUE,-1.25,-78.25,upper_mid
3580,Egypt,1980,44099142,4508,58.82,africa,FALSE,TRUE,27,30,lower_mid
3581,El Salvador,1980,4580704,5136,64.81,americas,FALSE,TRUE,13.83333,-88.91667,lower_mid
3582,Equatorial Guinea,1980,255325,1294,48.62,africa,FALSE,TRUE,1.7,10.5,upper_mid
3583,Eritrea,1980,2385540,997,48.51,africa,FALSE,TRUE,15,39,low
3584,Estonia,1980,1474436,12536,69.29,europe,FALSE,FALSE,59,26,high
3585,Ethiopia,1980,35264898,715,44.62,africa,FALSE,TRUE,9,39.5,low
3586,Fiji,1980,635255,6017,64.81,asia,FALSE,TRUE,-18,178,upper_mid
3587,Finland,1980,4788243,22167,73.55,europe,TRUE,FALSE,64,26,high
3588,France,1980,54070817,23998,74.59,europe,TRUE,FALSE,46,2,high
3589,Gabon,1980,729159,27924,57.74,africa,FALSE,TRUE,-1,11.75,upper_mid
3590,Gambia,1980,604369,1772,58.68,africa,FALSE,TRUE,13.5,-15.5,low
3591,Georgia,1980,5017818,8814,68.95,europe,FALSE,FALSE,41.99998,43.4999,lower_mid
3592,Germany,1980,78300650,27622,72.96,europe,TRUE,FALSE,51.5,10.5,high
3593,Ghana,1980,10802028,2090,57.56,africa,FALSE,TRUE,8.1,-1.2,lower_mid
3594,Greece,1980,9634504,18071,77.11,europe,TRUE,FALSE,39,22,high
3595,Grenada,1980,89005,4810,70.19,americas,FALSE,TRUE,12.11667,-61.66667,upper_mid
3596,Guatemala,1980,7283459,6253,58.9,americas,FALSE,TRUE,14.64072,-90.51327,lower_mid
3597,Guinea,1980,4511902,1162,48.14,africa,FALSE,TRUE,10.83333,-10.66667,low
3598,Guinea-Bissau,1980,800854,1505,46.67,africa,FALSE,TRUE,12,-15,low
3599,Guyana,1980,780153,3814,63.32,americas,FALSE,TRUE,5,-59,upper_mid
3600,Haiti,1980,5688836,2858,50.35,americas,FALSE,TRUE,19,-72.41667,low
3601,Honduras,1980,3678286,3584,64.12,americas,FALSE,TRUE,15,-86.5,lower_mid
3602,"Hong Kong, China",1980,4915467,16005,74.53,asia,FALSE,FALSE,22.28552,114.15769,high
3603,Hungary,1980,10754766,16509,69.31,europe,TRUE,FALSE,47,20,high
3604,Iceland,1980,228262,24908,76.74,europe,TRUE,FALSE,65,-18,high
3605,India,1980,696783517,1256,54.43,asia,FALSE,TRUE,22,79,lower_mid
3606,Indonesia,1980,147490365,3363,59.31,asia,FALSE,TRUE,-5,120,lower_mid
3607,Iran,1980,38668220,10989,66.48,asia,FALSE,TRUE,32,53,upper_mid
3608,Iraq,1980,13653356,17004,61.22,asia,FALSE,TRUE,33,44,upper_mid
3609,Ireland,1980,3434953,15861,72.66,europe,TRUE,FALSE,53,-8,high
3610,Israel,1980,3744667,16661,73.62,asia,FALSE,FALSE,31.5,34.75,high
3611,Italy,1980,56419278,23116,74.07,europe,TRUE,FALSE,42.83333,12.83333,high
3612,Jamaica,1980,2163045,6169,71.63,americas,FALSE,TRUE,18.16667,-77.25,upper_mid
3613,Japan,1980,117827355,20257,76.16,asia,TRUE,FALSE,35.68536,139.75309,high
3614,Jordan,1980,2374422,7573,66.79,asia,FALSE,TRUE,31,36,lower_mid
3615,Kazakhstan,1980,14905889,13195,66.04,asia,FALSE,FALSE,48,68,upper_mid
3616,Kenya,1980,16268990,2252,61.67,africa,FALSE,TRUE,1,38,lower_mid
3617,Kiribati,1980,59339,2307,58.77,asia,FALSE,FALSE,1.421,172.984,lower_mid
3618,North Korea,1980,17472140,1887,70.82,asia,FALSE,TRUE,40,127,low
3619,South Korea,1980,38050424,4741,67.49,asia,TRUE,FALSE,36.5,127.75,high
3620,Kuwait,1980,1372318,106747,71.91,asia,FALSE,TRUE,29.36972,47.97833,high
3621,Kyrgyz Republic,1980,3610981,3536,63.91,asia,FALSE,FALSE,41.5,75,lower_mid
3622,Lao,1980,3258144,1546,47.86,asia,FALSE,TRUE,18,105,lower_mid
3623,Latvia,1980,2521385,11030,68.9,europe,FALSE,FALSE,57,25,high
3624,Lebanon,1980,2605293,9236,53.15,asia,FALSE,TRUE,33.83333,35.83333,upper_mid
3625,Lesotho,1980,1310118,1157,58.7,africa,FALSE,TRUE,-29.5,28.25,lower_mid
3626,Liberia,1980,1888314,2006,51.48,africa,FALSE,TRUE,6.5,-9.5,low
3627,Libya,1980,3219466,57668,71.45,africa,FALSE,TRUE,28,17,upper_mid
3628,Liechtenstein,1980,25866,,NA,europe,FALSE,FALSE,47.16667,9.53333,high
3629,Lithuania,1980,3430759,14728,70.72,europe,FALSE,FALSE,55.41667,24,high
3630,Luxembourg,1980,364038,36287,72.6,europe,TRUE,FALSE,49.61167,6.13,high
3631,"Macedonia, FYR",1980,1924197,10158,69.39,europe,FALSE,FALSE,41.66667,21.75,upper_mid
3632,Madagascar,1980,8716553,2168,54.87,africa,FALSE,TRUE,-20,47,low
3633,Malawi,1980,6163080,924,49.37,africa,FALSE,TRUE,-13.5,34,low
